0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.6640817375143429,1.5976984220914237,-0.4473052807811119,1.6159454578478447,0.6611618742897374,-0.5554621702769807,0.963422906816882,-0.908974922317965,0.08833931293239101
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.09423192523971015,-0.5006512079936529,-1.7219140740079046,0.12831727088805722,0.1346445798518419,-0.4033555430561561,-0.6233724981738749,-1.1234150491649846,0.8562698347879392
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0272467187906675,-1.368450292253209,0.42797589705251554,-0.5063476573610789,-2.1696940641754074,-0.22777672762222823,-0.9125278748017216,0.09297184856107361,0.6642872043240521
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16891199278645552,-0.4428105626750252,1.1210601441231973,1.1281436452787637,0.08037886482297532,0.10179559909470504,-0.7217137762174166,-0.7546642694731029,-0.679591208923157
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.386339855858925,-0.9223302184168565,0.6689874188874999,-0.5379803848163829,-0.06528391631195221,-0.22777672762222823,-0.761352674464305,-0.46121460457058905,-1.2555391003148182
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6549304836891207,0.7936015541273999,-0.6943105320478632,-2.1440106677777533,-0.1969791629904471,-1.976943225725333,0.8845926423808339,1.2895780606891756,-0.29562594799538305
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.7330708141786697,0.8320062700164733,0.3574957320533234,5.19933758270342,1.0124743363652702,-0.7266058109575452,1.002056477837372,-1.1997660052684798,-1.2555391003148182
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.06654121327814211,-0.992940829036084,0.11946760342846592,-1.0509244426943407,0.22134370153416588,-0.2184731423068243,-0.6143353459936912,-0.3242539956857452,0.8562698347879392
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.07912030015842841,-0.05146002009662893,5.19933758270342,-0.20978711012927295,-0.9495472701112365,1.044408794872596,-0.037645951375149304,-0.18165197670757277,-0.29562594799538305
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9917462545024419,-1.9949709708277954,1.1047469132423209,-0.3965603560912216,-0.17782697898639005,0.7266058109575452,-2.784932162570235,-1.6949226766682979,-0.4876085784592701
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8337809991251105,-0.6788155853061438,0.09423192523971015,-0.4211114873556373,-0.033879835403491765,0.11946760342846592,-0.930036179723713,1.5669896232638023,-1.2555391003148182
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7936015541273999,-0.20465991857047608,-2.6965110627878097,-0.9397470063075931,-0.8373383608517686,1.033646823237722,-0.3229319925266089,1.116368890290762,1.6242003566434873
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8995338605921865,0.4514688766453592,0.4142668635342554,-0.32161055351265844,-1.048747612726431,1.2982710982714525,0.32822341801540306,1.0230032560702351,-1.2555391003148182
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6927148969290061,0.4101694062052079,-0.8231716109385888,-0.057742231459862854,0.0025091400448746387,-1.2724783736910668,0.28730557281956765,0.8883093448377877,-0.679591208923157
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2678837675840495,-0.16382378125424046,-1.135284209184952,0.20978711012927295,0.8266977298382983,0.5924436358814612,-0.0012545690351248712,0.27178702055340687,-1.6395043612425924
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.1701847241123691,0.7039217888285135,0.858909603950358,-1.9595359838375317,0.18803291253891405,-0.8939075247645538,1.132897601745812,0.6440862293312933,1.4322177261796003
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.25619820084759365,1.2953625370248543,-0.5365310368678038,0.7884553079874759,-1.23396159022193,-0.8680163439466392,1.6541447865382133,-1.0640914200550036,-0.10364331753149601
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.11188964024158529,1.0022122417581198,1.4284820653066648,-0.1995381015268431,-0.7782249060548562,0.9184977079651129,1.4827601839584168,-1.164443705970982,-0.10364331753149601
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.5336357146904794,1.7619480328408437,-0.5583922312531167,1.4568958016032312,-0.18547963396527678,0.48648036042064524,1.0251226800097548,-1.7923740229175147,0.6642872043240521
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6927148969290061,0.07730415106938793,-0.30316809532887196,-0.2600894251725466,-1.0796899285577486,-0.1842034490195002,-0.11820414480337661,-0.4893066346558384,-1.4475217307787052
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.9534930016811655,0.7249732056113145,0.5452441858688841,0.28352192549662913,-0.33617787423419104,-0.2665835926263275,0.6533766109715351,1.2475054798420075,0.47230457386016506
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.008782093827594414,-0.1409772839403474,-1.7986625770167266,0.6195781807120453,-1.033646823237722,-0.2665835926263275,0.12325913203986175,0.445919140442015,-1.4475217307787052
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.7986625770167255,0.0012545690351250104,-0.5775565284075048,0.007527483323829474,0.49072123739941237,1.2049354338870706,0.3628502975135263,1.0864560455350232,1.240235095715713
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.28221614706250825,0.17400458122309548,-0.3668730515305163,-1.2838364149068977,-0.526416867571128,-0.8753538882544654,-0.05522908732975686,1.6067550689692431,-1.0635564698509312
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.611333251169239,-0.9056604831890586,-0.3521513969789328,-1.5712864975769105,0.6089726877092596,-0.908974922317965,-1.1117020775386441,0.7647096737863871,0.6642872043240521
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.179401750967482,-0.9949061500726982,-0.5924436358814612,-0.758004233319085,-0.3588334068058776,0.9795114633875127,-0.8827388667011026,0.4598196945115759,0.28032194339627803
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.6549304836891207,-1.6949226766682979,2.0431151448021514,1.9595359838375317,1.0379371869749336,-1.4079051458418632,-1.7705906210973676,-0.21620388056489545,0.6642872043240521
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5686855297243057,-0.4142668635342554,-0.849873544614994,-1.1400769252954,-0.7347981032164006,0.9358520864464077,-0.6927148969290063,0.6768541480424047,-0.29562594799538305
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5984352524007998,0.3816746537655627,0.4598196945115759,-0.23550884598922833,0.9146786412719057,-0.9377977680303106,0.7380888474045281,0.3005420014373436,-0.8715738393870441
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.4715547920810814,-0.401995024919857,-0.31501172334262695,-0.9070802442763028,1.2475054798420075,0.8444850779006297,-0.23550884598922833,-0.07660354475064655,0.28032194339627803
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0864560455350234,0.40744159301214816,-2.156674553626772,-1.659092784158064,0.9999859292761342,0.9896968352818815,0.8716792497377875,-0.12705243342112585,-1.4475217307787052
